b,g,r,clase
10,132,106,2
6,144,117,2
1,152,125,2
26,184,158,2
44,198,175,2
24,164,145,2
22,143,125,2
34,135,116,2
65,155,133,2
67,165,140,2
44,154,127,2
37,136,112,2
25,98,80,2
93,151,136,2
124,189,172,2
103,183,164,2
76,174,152,2
25,140,117,2
26,158,133,2
32,179,151,2
32,182,153,2
37,166,141,2
50,155,136,2
69,169,151,2
44,157,137,2
29,148,127,2
57,160,141,2
104,184,167,2
143,212,196,2
162,227,213,2
131,201,186,2
60,147,130,2
100,130,121,2
0,45,26,2
16,78,60,2
33,102,82,2
17,96,75,2
1,81,59,2
20,111,87,2
27,118,93,2
0,83,59,2
3,92,68,2
27,114,92,2
12,84,63,2
1,66,46,2
11,76,58,2
23,82,65,2
70,126,109,2
155,208,192,2
67,119,102,2
0,51,34,2
30,91,72,2
26,95,74,2
31,104,82,2
37,111,89,2
24,99,78,2
10,80,58,2
10,80,58,2
11,91,67,2
1,81,58,2
0,68,45,2
0,60,37,2
0,70,47,2
17,96,74,2
29,106,85,2
8,81,60,2
4,74,55,2
41,111,94,2
61,130,116,2
28,93,78,2
2,61,46,2
10,92,77,2
15,120,104,2
21,138,120,2
36,160,140,2
34,149,131,2
6,97,81,2
12,94,81,2
17,94,82,2
10,87,75,2
3,88,74,2
0,93,75,2
0,107,87,2
0,100,82,2
12,115,97,2
29,132,116,2
42,134,120,2
60,156,141,2
66,178,159,2
22,145,126,2
0,130,110,2
4,133,113,2
0,116,95,2
0,105,85,2
2,111,91,2
7,128,108,2
2,128,107,2
1,126,105,2
9,136,115,2
9,138,117,2
29,158,137,2
31,160,139,2
42,168,148,2
41,163,143,2
2,114,94,2
0,90,71,2
5,98,80,2
4,99,82,2
0,90,74,2
0,101,87,2
0,128,116,2
2,139,129,2
15,141,133,2
28,142,132,2
18,137,123,2
6,135,115,2
27,146,125,2
47,141,121,2
43,121,100,2
29,106,85,2
15,103,80,2
6,108,84,2
7,126,100,2
3,131,105,2
0,141,112,2
19,179,152,2
33,193,170,2
17,158,139,2
27,149,132,2
35,143,123,2
50,149,126,2
37,143,117,2
27,141,114,2
49,150,125,2
28,102,84,2
69,129,114,2
94,162,145,2
82,169,149,2
58,162,139,2
9,131,107,2
18,158,131,2
32,190,160,2
25,189,158,2
25,170,144,2
40,158,138,2
47,160,140,2
40,162,141,2
25,149,128,2
45,152,132,2
96,181,163,2
131,206,189,2
134,205,189,2
89,166,149,2
45,139,121,2
49,162,142,2
57,182,161,2
25,158,135,2
10,140,118,2
97,122,112,2
0,49,30,2
37,99,80,2
35,104,83,2
8,84,63,2
3,86,64,2
15,108,85,2
13,95,71,2
0,66,42,2
1,81,58,2
15,99,77,2
13,90,69,2
3,72,52,2
12,75,57,2
50,109,91,2
97,152,135,2
103,156,140,2
42,94,78,2
20,75,58,2
44,106,87,2
35,103,82,2
25,97,75,2
34,107,85,2
26,100,77,2
4,72,49,2
6,74,51,2
23,98,74,2
3,74,51,2
0,67,44,2
0,61,38,2
8,73,50,2
30,106,85,2
40,114,93,2
27,99,80,2
7,78,60,2
30,100,85,2
52,121,109,2
23,86,75,2
2,57,45,2
18,100,85,2
13,110,93,2
8,111,93,2
18,130,111,2
18,120,102,2
3,84,69,2
6,82,68,2
18,91,79,2
12,83,72,2
3,83,69,2
16,115,98,2
33,150,130,2
11,121,102,2
10,118,99,2
41,148,132,2
58,158,141,2
53,154,138,2
40,154,135,2
23,147,126,2
9,137,117,2
6,137,117,2
8,130,110,2
1,103,84,2
0,91,72,2
0,108,88,2
3,130,108,2
12,144,122,2
14,140,119,2
2,117,96,2
25,146,126,2
47,169,149,2
39,158,139,2
16,127,108,2
0,95,76,2
0,98,80,2
16,118,100,2
11,98,81,2
0,83,66,2
0,111,95,2
0,134,121,2
0,137,126,2
9,135,124,2
27,140,129,2
24,140,125,2
13,137,117,2
31,146,126,2
52,144,124,2
43,120,99,2
27,103,82,2
20,104,82,2
11,108,83,2
0,111,86,2
0,110,85,2
0,125,96,2
21,179,151,2
36,200,176,2
14,155,136,2
27,151,133,2
26,138,118,2
41,147,123,2
32,143,117,2
30,146,119,2
72,174,149,2
35,111,93,2
48,112,96,2
76,148,131,2
72,165,144,2
44,154,129,2
3,130,105,2
13,161,133,2
24,192,161,2
13,188,156,2
13,172,143,2
27,159,136,2
27,151,129,2
42,171,148,2
35,164,141,2
38,150,129,2
92,185,165,2
142,223,205,2
114,192,174,2
57,140,122,2
37,137,118,2
44,162,142,2
34,165,142,2
14,155,130,2
8,145,122,2
21,146,125,2
48,161,141,2
68,170,152,2
96,122,112,2
0,48,29,2
35,95,77,2
29,97,77,2
11,86,65,2
8,91,69,2
7,94,72,2
2,78,56,2
0,65,42,2
1,75,52,2
5,83,62,2
9,83,63,2
1,69,49,2
11,74,55,2
65,125,107,2
106,162,144,2
42,98,81,2
19,73,56,2
52,108,91,2
65,129,110,2
41,112,90,2
11,85,63,2
18,91,69,2
36,110,86,2
19,93,69,2
6,79,54,2
24,97,73,2
12,80,55,2
3,75,50,2
0,63,41,2
9,73,52,2
29,104,83,2
35,108,89,2
44,115,100,2
17,86,71,2
22,90,78,2
37,105,97,2
14,81,73,2
9,79,69,2
24,109,96,2
17,110,93,2
3,100,83,2
0,100,83,2
0,90,73,2
0,73,59,2
2,74,61,2
23,93,81,2
18,86,75,2
2,83,70,2
25,129,112,2
42,156,137,2
13,123,104,2
6,117,98,2
30,135,118,2
42,138,121,2
34,137,120,2
11,117,99,2
16,128,109,2
13,134,114,2
7,132,113,2
10,136,115,2
4,121,101,2
11,121,101,2
5,121,100,2
6,136,114,2
16,155,133,2
11,139,118,2
2,109,88,2
11,121,102,2
36,150,131,2
25,128,111,2
0,83,66,2
1,86,69,2
19,114,98,2
29,129,112,2
13,101,84,2
0,91,74,2
0,122,105,2
0,137,124,2
0,138,126,2
3,126,115,2
26,135,124,2
40,151,136,2
32,149,130,2
33,142,122,2
38,127,106,2
36,112,91,2
36,112,90,2
29,109,86,2
11,101,77,2
8,110,87,2
2,112,87,2
0,122,95,2
21,177,149,2
42,205,181,2
24,162,143,2
19,142,124,2
12,125,104,2
32,143,118,2
39,154,127,2
46,163,136,2
86,189,164,2
55,134,115,2
49,118,100,2
75,154,135,2
69,170,148,2
28,141,116,2
2,124,98,2
9,159,130,2
17,192,160,2
6,186,152,2
4,167,137,2
14,156,132,2
10,141,119,2
27,162,139,2
43,177,153,2
41,159,137,2
72,171,152,2
123,211,193,2
94,179,161,2
47,136,118,2
44,149,130,2
40,163,141,2
13,149,124,2
5,150,124,2
8,151,126,2
31,162,139,2
56,174,153,2
63,173,152,2
50,155,136,2
42,143,124,2
103,134,124,2
3,53,34,2
19,79,61,2
22,88,69,2
18,92,71,2
13,94,72,2
4,88,66,2
0,76,53,2
0,72,49,2
0,76,54,2
0,74,53,2
0,67,47,2
2,67,47,2
17,81,62,2
47,107,89,2
65,123,105,2
27,85,67,2
24,79,62,2
75,133,116,2
94,160,141,2
50,123,102,2
6,82,60,2
0,71,48,2
20,93,69,2
18,90,66,2
4,75,50,2
22,95,69,2
27,99,72,2
13,83,60,2
5,70,48,2
6,69,48,2
12,76,58,2
25,92,76,2
43,113,100,2
16,83,73,2
17,85,77,2
28,99,94,2
10,81,76,2
14,93,87,2
16,104,92,2
16,112,97,2
9,110,93,2
0,98,82,2
0,88,74,2
0,78,66,2
8,82,70,2
30,99,88,2
23,94,83,2
8,92,78,2
20,119,103,2
7,117,100,2
0,101,82,2
0,105,87,2
0,102,84,2
9,103,86,2
26,133,115,2
9,114,94,2
0,99,80,2
4,113,94,2
6,124,105,2
0,122,101,2
6,135,114,2
26,161,140,2
12,151,128,2
3,145,122,2
8,152,129,2
3,136,114,2
0,118,97,2
0,103,84,2
19,123,105,2
18,103,87,2
0,62,47,2
4,89,75,2
36,129,114,2
33,129,114,2
9,107,92,2
0,102,84,2
0,118,101,2
0,132,119,2
1,131,119,2
0,117,106,2
26,132,121,2
50,156,141,2
38,149,130,2
27,132,110,2
35,120,99,2
41,115,93,2
49,123,101,2
33,110,86,2
3,84,61,2
14,113,90,2
5,123,99,2
0,129,104,2
14,170,144,2
36,194,172,2
26,158,141,2
5,121,103,2
0,109,87,2
17,131,105,2
39,158,130,2
55,172,145,2
77,181,156,2
83,165,146,2
63,135,117,2
72,159,138,2
60,169,146,2
7,122,97,2
0,110,84,2
4,150,121,2
10,187,154,2
5,182,147,2
2,163,132,2
10,158,132,2
8,147,122,2
5,145,122,2
35,172,148,2
41,164,142,2
42,149,129,2
74,169,152,2
64,156,139,2
43,138,121,2
53,164,143,2
48,176,151,2
14,154,127,2
0,148,119,2
0,145,117,2
36,172,145,2
58,180,156,2
54,169,146,2
43,155,132,2
27,137,115,2
49,156,136,2
103,200,182,2
110,140,131,2
11,70,51,2
29,89,71,2
13,80,61,2
9,83,62,2
18,99,77,2
10,97,75,2
0,77,54,2
0,71,48,2
1,80,58,2
0,73,51,2
0,65,45,2
6,71,51,2
31,95,77,2
51,112,94,2
38,99,81,2
29,89,71,2
24,83,65,2
82,144,126,2
116,185,166,2
55,133,112,2
19,102,79,2
4,80,57,2
1,70,47,2
1,64,40,2
9,76,52,2
33,103,78,2
29,96,71,2
20,85,62,2
18,84,62,2
11,68,48,2
2,50,35,2
7,68,56,2
29,97,87,2
14,83,76,2
1,75,70,2
25,101,100,2
34,111,111,2
6,85,83,2
1,84,73,2
1,93,78,2
2,95,79,2
1,93,78,2
1,89,73,2
1,81,68,2
10,82,69,2
23,91,80,2
24,97,85,2
24,107,93,2
26,121,105,2
7,107,91,2
0,95,77,2
0,99,81,2
3,111,93,2
18,126,108,2
32,146,128,2
29,149,128,2
7,106,85,2
4,102,82,2
8,121,100,2
0,111,91,2
1,125,103,2
14,148,125,2
7,150,125,2
0,143,119,2
0,142,118,2
0,136,113,2
1,126,105,2
1,109,90,2
9,106,90,2
8,89,74,2
5,74,62,2
20,103,91,2
36,125,113,2
24,120,107,2
6,105,90,2
0,98,81,2
0,108,93,2
0,125,113,2
3,129,117,2
1,114,102,2
19,123,109,2
44,148,132,2
34,139,120,2
7,104,82,2
22,102,81,2
45,117,95,2
54,130,107,2
32,110,86,2
2,83,58,2
7,106,81,2
3,117,93,2
0,130,105,2
13,168,143,2
28,182,163,2
15,138,123,2
1,100,84,2
0,98,77,2
10,124,98,2
39,158,130,2
54,170,143,2
62,168,142,2
106,191,171,2
72,149,131,2
58,151,130,2
48,162,137,2
1,121,95,2
0,113,86,2
0,145,117,2
1,171,138,2
0,173,139,2
0,163,132,2
9,160,134,2
22,166,141,2
7,149,124,2
20,159,134,2
24,152,129,2
25,138,118,2
50,154,135,2
33,132,114,2
29,131,113,2
48,163,142,2
44,176,150,2
16,158,131,2
2,150,121,2
0,144,115,2
19,155,128,2
35,162,137,2
30,149,126,2
21,138,115,2
26,142,120,2
37,152,132,2
65,174,155,2
97,189,172,2
102,133,124,2
5,66,47,2
32,94,76,2
9,78,58,2
2,77,56,2
11,94,73,2
9,85,62,2
0,63,40,2
4,75,52,2
14,96,74,2
4,72,50,2
0,58,38,2
1,61,41,2
38,103,85,2
74,136,118,2
35,97,79,2
63,125,107,2
38,100,82,2
70,136,117,2
112,186,165,2
49,134,112,2
36,125,102,2
25,109,87,2
6,75,53,2
0,57,33,2
11,77,55,2
35,99,77,2
13,77,54,2
10,72,50,2
9,67,46,2
3,58,41,2
10,69,55,2
23,87,76,2
31,100,93,2
10,74,69,2
7,77,77,2
35,119,121,2
37,122,126,2
4,83,83,2
0,68,60,2
3,86,71,2
2,91,74,2
2,86,70,2
5,93,77,2
3,84,69,2
3,66,52,2
14,79,66,2
27,104,90,2
26,107,93,2
10,99,83,2
1,90,74,2
0,88,70,2
0,95,77,2
8,115,96,2
23,133,114,2
31,148,128,2
47,170,148,2
17,110,89,2
4,95,73,2
10,117,96,2
0,103,80,2
0,115,91,2
6,137,111,2
5,150,122,2
2,141,115,2
0,130,105,2
1,130,106,2
6,132,111,2
10,120,102,2
3,96,81,2
11,91,78,2
39,115,105,2
62,142,133,2
61,148,139,2
18,115,104,2
1,100,88,2
0,113,98,2
0,118,104,2
0,113,102,2
1,112,101,2
0,99,87,2
7,107,92,2
31,139,120,2
35,134,112,2
2,82,59,2
4,78,56,2
38,111,88,2
43,123,98,2
15,102,76,2
3,95,69,2
12,112,87,2
4,109,86,2
0,116,92,2
14,159,135,2
30,179,160,2
16,134,120,2
2,85,72,2
0,86,66,2
6,115,89,2
36,154,127,2
49,166,139,2
51,158,133,2
118,207,186,2
79,163,145,2
46,145,123,2
34,153,128,2
0,123,97,2
0,119,93,2
1,142,115,2
5,172,140,2
4,178,144,2
0,163,132,2
6,157,131,2
20,165,140,2
6,141,116,2
11,149,124,2
11,140,117,2
13,126,107,2
31,143,124,2
9,111,94,2
23,128,109,2
40,159,136,2
26,160,134,2
6,148,121,2
1,142,112,2
0,137,107,2
2,133,105,2
25,153,127,2
38,162,137,2
27,150,126,2
30,153,130,2
28,153,131,2
49,168,148,2
82,187,170,2
88,181,166,2
82,174,159,2
97,126,116,2
0,56,36,2
26,90,72,2
10,80,60,2
5,81,60,2
5,88,68,2
2,72,49,2
0,60,37,2
6,89,66,2
35,121,99,2
34,112,90,2
9,74,53,2
5,67,47,2
32,100,80,2
48,112,93,2
35,98,79,2
54,118,99,2
33,96,78,2
55,124,104,2
83,162,141,2
40,131,110,2
41,136,114,2
38,130,108,2
13,94,72,2
0,65,43,2
12,80,58,2
37,98,76,2
7,58,37,2
1,54,34,2
3,58,40,2
4,60,46,2
11,72,60,2
10,75,65,2
8,77,72,2
26,98,97,2
90,169,172,2
100,192,198,2
32,120,128,2
1,71,73,2
0,69,61,2
4,88,73,2
9,99,82,2
6,89,72,2
1,77,61,2
13,93,78,2
42,117,102,2
36,113,98,2
15,90,76,2
7,79,65,2
2,85,69,2
10,95,80,2
17,107,90,2
15,110,93,2
14,118,99,2
20,129,110,2
28,146,125,2
45,170,148,2
17,114,92,2
5,98,74,2
11,117,92,2
0,102,76,2
0,112,85,2
8,137,110,2
13,154,125,2
6,142,114,2
0,122,95,2
1,121,95,2
6,127,106,2
4,110,94,2
0,88,76,2
31,115,105,2
63,143,135,2
49,131,122,2
50,140,131,2
14,115,105,2
6,116,106,2
9,126,114,2
0,113,102,2
1,111,101,2
0,103,91,2
0,94,79,2
6,108,91,2
38,147,128,2
51,150,129,2
10,95,72,2
0,73,50,2
41,114,91,2
45,128,103,2
7,104,76,2
2,103,77,2
8,112,87,2
3,102,79,2
0,109,85,2
15,156,133,2
39,183,165,2
28,141,128,2
3,86,74,2
0,80,61,2
4,107,82,2
30,145,119,2
44,160,133,2
48,155,130,2
105,199,177,2
76,168,147,2
37,143,121,2
23,148,122,2
3,130,104,2
0,116,91,2
0,126,100,2
15,170,140,2
12,179,147,2
0,157,126,2
6,156,130,2
15,159,134,2
4,146,121,2
19,164,139,2
16,150,127,2
13,134,116,2
35,155,137,2
8,120,101,2
37,150,130,2
43,167,143,2
13,148,122,2
0,139,111,2
0,139,109,2
0,138,109,2
1,133,105,2
32,159,133,2
57,182,156,2
42,169,145,2
27,156,131,2
19,152,129,2
42,172,151,2
76,195,177,2
79,186,170,2
65,169,153,2
79,185,168,2
77,186,169,2
107,139,129,2
5,65,46,2
18,83,65,2
8,79,60,2
11,89,68,2
10,93,72,2
2,83,60,2
6,85,62,2
21,110,87,2
39,128,105,2
36,122,100,2
9,75,54,2
19,82,62,2
37,106,87,2
30,95,76,2
43,108,89,2
23,87,68,2
9,74,55,2
29,101,82,2
46,130,111,2
32,132,111,2
25,130,107,2
22,122,100,2
11,102,80,2
0,76,54,2
15,85,62,2
44,106,85,2
9,59,39,2
1,50,33,2
9,60,45,2
6,58,46,2
8,64,55,2
17,79,73,2
15,84,82,2
72,151,153,2
144,234,239,2
112,210,219,2
19,117,127,2
0,83,87,2
0,81,75,2
1,82,69,2
2,74,58,2
5,76,60,2
24,103,87,2
47,134,118,2
46,134,119,2
22,106,91,2
2,73,59,2
0,66,52,2
4,82,67,2
17,97,82,2
34,117,103,2
22,109,93,2
7,103,86,2
18,128,108,2
32,152,131,2
40,168,146,2
13,130,105,2
4,111,84,2
11,118,89,2
2,108,78,2
2,114,85,2
23,146,117,2
26,159,129,2
9,144,116,2
0,120,93,2
0,107,82,2
3,117,96,2
11,117,100,2
6,91,79,2
20,102,92,2
33,121,113,2
20,109,102,2
41,137,130,2
14,112,105,2
4,107,100,2
9,123,116,2
5,117,109,2
1,104,95,2
0,87,75,2
0,87,72,2
6,113,93,2
36,148,128,2
52,155,133,2
21,112,90,2
0,74,52,2
47,121,98,2
68,160,133,2
26,134,104,2
0,102,74,2
1,93,67,2
1,99,74,2
1,125,101,2
21,167,145,2
45,185,168,2
35,148,135,2
5,95,83,2
0,81,63,2
2,99,74,2
22,135,109,2
44,156,129,2
44,152,127,2
74,171,149,2
60,157,135,2
33,146,122,2
21,151,124,2
14,143,117,2
8,128,103,2
1,120,94,2
17,161,132,2
14,172,142,2
0,151,122,2
5,154,129,2
10,156,131,2
2,153,126,2
26,175,150,2
21,163,141,2
16,151,131,2
42,172,152,2
12,133,113,2
50,168,148,2
45,171,148,2
5,139,113,2
0,135,106,2
0,137,107,2
0,140,110,2
23,155,126,2
40,164,137,2
42,166,139,2
32,160,134,2
10,143,117,2
11,151,126,2
25,166,143,2
52,184,164,2
73,194,176,2
74,190,172,2
67,182,163,2
55,172,153,2
65,186,167,2
66,186,166,2
58,165,148,2
77,166,151,2
97,178,165,2
123,157,147,2
14,81,62,2
12,78,59,2
5,78,57,2
12,91,70,2
14,99,76,2
12,102,79,2
20,113,90,2
28,117,94,2
18,106,83,2
14,97,75,2
2,72,52,2
21,88,68,2
41,111,92,2
39,106,86,2
45,113,93,2
11,79,59,2
2,71,50,2
23,99,80,2
39,130,111,2
31,139,118,2
10,122,101,2
7,113,91,2
15,110,88,2
4,88,66,2
15,85,64,2
42,103,84,2
9,62,44,2
2,50,34,2
23,67,56,2
18,66,56,2
9,62,55,2
36,97,93,2
54,124,125,2
97,180,183,2
118,214,221,2
73,179,190,2
13,121,134,2
0,96,102,2
0,83,78,2
1,79,67,2
15,81,66,2
23,95,80,2
30,119,103,2
37,126,109,2
13,101,85,2
0,72,56,2
0,63,48,2
6,78,64,2
19,92,79,2
14,84,71,2
38,111,98,2
21,87,73,2
0,74,57,2
18,126,107,2
37,158,137,2
40,171,148,2
12,142,116,2
1,118,89,2
8,117,86,2
7,115,82,2
8,120,89,2
36,154,123,2
33,157,127,2
14,143,113,2
5,122,96,2
0,98,74,2
0,102,82,2
12,117,101,2
8,102,90,2
2,92,82,2
5,101,93,2
17,115,108,2
46,148,142,2
25,127,121,2
3,106,101,2
5,119,115,2
12,125,119,2
4,100,91,2
0,81,69,2
0,95,79,2
10,127,107,2
29,147,125,2
40,145,122,2
32,123,99,2
14,90,67,2
67,144,121,2
98,199,170,2
48,169,137,2
0,110,80,2
0,85,59,2
0,103,78,2
1,137,113,2
21,171,150,2
46,183,166,2
39,151,139,2
6,99,87,2
0,83,65,2
0,89,65,2
19,124,98,2
42,152,126,2
27,137,112,2
36,139,116,2
37,140,118,2
32,150,125,2
26,159,132,2
27,156,130,2
30,151,127,2
11,130,106,2
17,153,126,2
19,170,141,2
6,154,126,2
2,141,116,2
4,143,118,2
1,141,115,2
24,169,145,2
19,166,143,2
12,155,133,2
33,167,147,2
9,125,105,2
43,161,141,2
34,159,135,2
0,129,103,2
0,135,106,2
0,133,104,2
0,135,104,2
39,167,137,2
35,153,125,2
10,130,102,2
10,136,110,2
0,130,103,2
10,154,128,2
10,160,135,2
24,166,145,2
65,198,178,2
85,211,192,2
60,182,163,2
40,163,142,2
47,176,155,2
67,196,175,2
55,168,150,2
48,143,127,2
107,192,179,2
82,170,156,2
78,168,154,2
96,184,170,2
122,204,191,2
170,244,233,2
156,222,211,2
130,194,183,2
121,197,185,2
103,192,178,2
123,159,149,2
11,80,59,2
7,76,56,2
7,81,60,2
6,87,65,2
6,93,70,2
18,108,85,2
25,116,93,2
13,101,78,2
0,82,59,2
2,83,61,2
0,78,57,2
17,90,70,2
41,111,91,2
51,120,99,2
56,125,105,2
26,97,77,2
14,87,66,2
32,112,91,2
47,143,123,2
37,152,131,2
15,134,114,2
17,127,107,2
20,120,100,2
7,94,73,2
7,78,59,2
21,80,63,2
3,52,37,2
2,45,32,2
26,66,57,2
25,69,62,2
10,62,58,2
40,101,100,2
79,152,154,2
68,152,158,2
64,162,171,2
64,176,190,2
29,143,158,2
2,101,110,2
10,94,90,2
23,101,89,2
41,121,105,2
39,125,109,2
9,97,81,2
0,81,63,2
0,82,63,2
0,72,54,2
0,68,52,2
19,98,83,2
50,118,106,2
25,87,75,2
58,123,111,2
40,97,83,2
1,70,53,2
14,121,102,2
32,153,131,2
35,169,146,2
12,137,111,2
0,111,80,2
3,113,80,2
9,117,84,2
14,125,92,2
38,151,119,2
31,145,115,2
20,135,107,2
15,126,100,2
1,100,76,2
0,89,69,2
0,96,80,2
1,101,89,2
3,101,91,2
11,113,105,2
37,143,137,2
57,164,159,2
31,142,138,2
4,116,113,2
8,122,119,2
20,126,121,2
7,100,90,2
1,87,73,2
0,111,92,2
13,144,122,2
25,148,125,2
27,132,109,2
31,123,99,2
35,115,90,2
87,169,144,2
99,208,178,2
42,177,144,2
0,130,99,2
0,107,79,2
0,113,88,2
0,129,105,2
13,156,134,2
44,180,164,2
46,158,145,2
8,94,82,2
0,80,63,2
0,82,59,2
20,116,90,2
36,145,119,2
8,114,88,2
10,115,92,2
24,132,108,2
30,153,127,2
27,163,135,2
29,159,134,2
37,152,129,2
15,128,105,2
11,139,113,2
24,169,141,2
20,161,134,2
0,128,104,2
0,126,101,2
0,129,104,2
26,169,145,2
22,172,149,2
7,154,131,2
21,157,137,2
6,118,99,2
32,150,128,2
21,143,119,2
1,125,98,2
5,142,113,2
3,139,108,2
2,134,102,2
28,152,123,2
19,132,104,2
0,116,88,2
4,130,104,2
2,131,104,2
13,161,135,2
6,164,138,2
12,164,142,2
48,190,171,2
68,202,182,2
53,181,161,2
34,161,140,2
31,165,143,2
56,191,170,2
52,171,151,2
40,137,121,2
103,190,176,2
81,172,157,2
57,153,138,2
73,169,153,2
103,195,180,2
138,220,206,2
140,211,199,2
112,183,171,2
92,178,164,2
91,192,176,2
83,183,167,2
79,168,154,2
110,147,136,2
0,65,44,2
7,78,58,2
13,87,66,2
2,81,59,2
2,87,65,2
21,111,88,2
20,112,89,2
0,86,63,2
0,74,51,2
0,79,57,2
0,76,54,2
18,90,70,2
39,110,90,2
50,121,101,2
70,141,121,2
42,114,95,2
20,94,74,2
28,109,88,2
48,148,127,2
56,175,154,2
34,158,138,2
30,144,125,2
14,110,91,2
0,80,61,2
0,69,52,2
0,56,41,2
2,48,35,2
11,51,40,2
16,54,46,2
6,45,40,2
10,56,55,2
55,114,117,2
84,157,163,2
28,102,111,2
27,119,131,2
73,191,205,2
48,172,188,2
11,127,137,2
31,123,121,2
43,118,105,2
31,106,89,2
17,101,84,2
6,93,75,2
0,82,63,2
0,79,58,2
0,84,63,2
1,89,70,2
32,111,94,2
65,131,117,2
42,101,87,2
99,158,145,2
86,152,138,2
18,102,84,2
7,112,90,2
18,139,115,2
29,163,138,2
11,135,106,2
0,105,72,2
0,106,71,2
5,115,79,2
18,129,93,2
31,139,105,2
24,127,97,2
23,125,98,2
26,130,104,2
9,108,85,2
0,82,63,2
0,90,73,2
0,90,76,2
0,90,80,2
12,121,113,2
52,166,160,2
69,183,180,2
21,134,133,2
3,109,109,2
20,130,130,2
27,128,124,2
2,90,82,2
0,83,70,2
0,110,91,2
9,142,119,2
15,144,119,2
12,121,97,2
18,113,89,2
45,130,105,2
77,166,138,2
66,185,153,2
25,167,133,2
0,139,105,2
0,123,93,2
1,123,98,2
0,120,97,2
8,140,118,2
40,177,160,2
52,164,151,2
9,89,77,2
0,73,56,2
0,80,57,2
16,111,85,2
26,130,104,2
1,94,68,2
0,98,75,2
24,135,111,2
29,157,130,2
21,160,131,2
26,156,130,2
23,133,111,2
5,99,78,2
0,109,85,2
19,154,129,2
27,166,139,2
4,135,111,2
0,121,96,2
0,134,110,2
31,181,156,2
27,180,156,2
6,157,134,2
17,162,140,2
5,131,110,2
27,151,129,2
18,134,110,2
2,122,95,2
11,149,121,2
11,149,117,2
11,144,112,2
10,133,103,2
4,118,90,2
4,121,95,2
7,134,108,2
2,138,111,2
9,162,135,2
3,161,134,2
7,161,138,2
21,169,149,2
33,173,152,2
55,188,167,2
48,178,157,2
33,170,148,2
45,185,162,2
50,173,153,2
42,143,126,2
77,169,154,2
80,177,161,2
68,170,154,2
65,168,151,2
83,181,165,2
114,201,187,2
127,204,192,2
108,185,173,2
73,167,152,2
68,177,159,2
72,179,162,2
62,159,144,2
119,208,193,2
159,241,227,2
101,137,126,2
0,54,34,2
12,80,60,2
20,92,72,2
4,77,56,2
7,88,67,2
33,122,99,2
27,116,94,2
0,82,61,2
0,78,58,2
1,81,61,2
0,77,58,2
3,74,56,2
12,82,66,2
26,98,81,2
38,111,94,2
39,113,97,2
21,98,82,2
36,120,102,2
70,172,155,2
70,191,173,2
46,171,155,2
26,140,124,2
7,80,64,2
0,55,41,2
0,63,50,2
0,49,38,2
11,57,48,2
24,66,58,2
16,55,49,2
0,30,27,2
19,56,58,2
83,139,144,2
75,147,154,2
15,73,82,2
23,104,116,2
66,192,206,2
49,185,199,2
19,144,152,2
17,110,110,2
12,80,71,2
4,72,60,2
1,82,67,2
1,81,64,2
0,75,56,2
0,80,59,2
0,84,63,2
11,94,74,2
33,107,89,2
34,99,84,2
25,86,72,2
110,172,158,2
131,200,185,2
51,131,113,2
1,91,71,2
12,126,102,2
33,164,137,2
14,145,115,2
0,108,75,2
0,99,63,2
4,111,75,2
17,126,92,2
20,126,94,2
15,113,86,2
24,115,93,2
37,128,108,2
26,115,96,2
3,80,65,2
1,91,76,2
1,95,81,2
2,99,89,2
10,123,116,2
33,152,147,2
56,178,176,2
17,138,137,2
21,132,136,2
43,147,154,2
23,120,121,2
2,88,82,2
0,85,72,2
0,109,90,2
8,141,119,2
19,148,125,2
14,125,101,2
12,111,86,2
50,145,118,2
59,160,132,2
43,167,136,2
21,160,125,2
0,126,92,2
0,115,86,2
7,125,100,2
3,123,99,2
7,137,114,2
41,173,155,2
54,164,150,2
9,89,75,2
0,69,51,2
0,81,59,2
11,109,84,2
19,118,93,2
0,85,60,2
0,91,67,2
31,143,119,2
29,160,133,2
13,151,123,2
25,156,129,2
24,132,110,2
4,83,61,2
0,86,62,2
13,133,108,2
29,161,136,2
20,148,122,2
2,125,99,2
2,139,114,2
