b,g,r,clase
16,86,106,2
8,82,101,2
32,108,128,2
43,118,138,2
29,101,114,2
25,93,96,2
33,100,98,2
41,114,109,2
23,98,94,2
9,88,84,2
27,109,105,2
31,117,112,2
19,108,104,2
29,119,118,2
26,116,116,2
13,102,104,2
30,115,122,2
49,132,144,2
37,116,131,2
25,96,117,2
18,84,110,2
25,86,116,2
46,104,134,2
43,104,129,2
34,101,115,2
11,78,83,2
0,60,64,2
25,89,94,2
71,131,138,2
71,127,136,2
49,103,112,2
34,89,99,2
49,107,118,2
60,122,132,2
34,101,112,2
35,104,117,2
29,99,114,2
43,112,128,2
56,124,141,2
48,110,129,2
51,110,130,2
53,108,128,2
63,117,138,2
45,97,125,2
18,71,106,2
36,89,125,2
60,115,146,2
55,112,139,2
22,79,103,2
20,76,97,2
40,96,114,2
36,90,106,2
45,100,114,2
51,104,118,2
59,111,127,2
45,95,114,2
14,63,84,2
10,56,81,2
21,65,93,2
43,86,117,2
56,95,131,2
45,85,122,2
33,80,112,2
40,94,117,2
38,99,114,2
41,102,116,2
31,91,106,2
17,80,95,2
15,79,93,2
12,77,88,2
49,118,129,2
51,122,133,2
16,83,95,2
12,79,90,2
41,113,121,2
46,115,125,2
14,82,90,2
5,71,80,2
61,125,134,2
115,178,187,2
95,156,165,2
41,102,110,2
20,75,87,2
8,60,75,2
51,104,120,2
102,155,172,2
46,102,121,2
62,120,140,2
36,98,118,2
4,67,90,2
23,87,113,2
38,103,129,2
33,98,124,2
56,121,148,2
52,116,142,2
35,99,124,2
20,82,107,2
0,56,80,2
16,74,96,2
63,120,142,2
80,137,157,2
78,140,152,2
76,143,149,2
55,127,128,2
43,117,118,2
10,84,84,2
3,79,80,2
18,97,99,2
10,87,89,2
3,71,76,2
31,108,112,2
29,110,114,2
16,95,101,2
19,101,106,2
15,95,103,2
6,85,93,2
19,95,105,2
25,99,109,2
32,106,118,2
31,104,116,2
9,80,90,2
14,83,90,2
22,89,93,2
22,88,93,2
24,91,96,2
23,93,97,2
12,83,88,2
10,83,87,2
9,83,87,2
14,90,93,2
24,101,104,2
31,111,115,2
39,120,123,2
32,115,118,2
22,107,108,2
12,97,99,2
7,95,98,2
17,107,109,2
25,114,116,2
13,96,96,2
2,76,73,2
13,81,75,2
36,101,96,2
43,110,106,2
34,103,99,2
35,108,106,2
43,118,117,2
34,112,110,2
15,93,93,2
13,95,94,2
32,114,114,2
12,87,84,2
9,85,82,2
15,103,98,2
15,103,96,2
35,121,113,2
18,105,95,2
3,89,77,2
0,80,67,2
9,86,74,2
26,99,87,2
20,89,77,2
25,92,81,2
14,78,68,2
2,59,49,2
2,59,49,2
9,70,59,2
19,79,69,2
14,74,63,2
19,79,69,2
16,78,67,2
12,76,65,2
34,101,90,2
31,101,89,2
8,71,59,2
0,59,47,2
4,78,65,2
17,97,85,2
15,103,87,2
1,99,78,2
14,120,96,2
39,147,123,2
42,151,127,2
27,136,114,2
10,120,97,2
3,115,93,2
3,116,96,2
0,112,93,2
11,125,107,2
35,150,132,2
23,142,127,2
23,142,128,2
34,153,140,2
42,162,149,2
34,155,142,2
19,141,129,2
30,152,141,2
30,153,144,2
24,146,137,2
17,140,133,2
6,129,119,2
6,123,113,2
39,164,152,2
33,166,151,2
6,132,113,2
4,131,110,2
14,142,122,2
3,115,93,2
10,136,112,2
29,164,141,2
27,159,136,2
28,158,135,2
45,171,149,2
30,153,133,2
22,141,121,2
21,138,120,2
22,135,118,2
20,129,113,2
12,116,100,2
2,98,83,2
0,101,83,2
7,116,98,2
17,135,114,2
31,155,133,2
35,165,140,2
21,157,131,2
12,153,124,2
6,150,121,2
16,162,135,2
35,181,155,2
28,174,150,2
17,160,139,2
13,154,133,2
11,148,130,2
12,148,132,2
27,161,146,2
42,167,152,2
39,152,134,2
49,146,127,2
85,163,144,2
132,190,173,2
174,212,197,2
118,145,157,2
32,83,106,2
57,106,126,2
37,87,107,2
18,69,89,2
47,97,117,2
63,114,134,2
40,91,111,2
24,75,96,2
30,81,101,2
26,76,96,2
36,86,106,2
39,88,108,2
39,84,105,2
42,84,105,2
33,74,96,2
32,72,94,2
36,73,95,2
29,66,87,2
28,66,83,2
37,76,90,2
34,75,87,2
29,71,83,2
19,62,75,2
29,75,88,2
35,83,98,2
11,61,77,2
14,65,83,2
12,64,84,2
21,74,96,2
30,84,108,2
29,83,107,2
34,87,114,2
41,94,122,2
41,92,122,2
27,76,108,2
28,76,109,2
34,80,114,2
13,66,98,2
36,99,129,2
31,103,130,2
4,72,98,2
0,66,88,2
22,93,112,2
47,118,135,2
47,119,133,2
60,130,141,2
64,133,142,2
33,100,110,2
6,73,84,2
26,91,105,2
53,116,132,2
113,172,192,2
114,170,195,2
51,105,135,2
36,89,122,2
34,85,120,2
45,96,133,2
50,102,139,2
50,104,139,2
40,94,129,2
26,80,113,2
73,127,157,2
74,127,155,2
39,92,118,2
48,102,125,2
90,144,167,2
95,151,172,2
26,83,104,2
7,66,85,2
43,105,123,2
61,125,143,2
45,112,130,2
15,84,102,2
7,78,96,2
21,93,112,2
34,105,125,2
33,103,114,2
27,94,97,2
29,95,93,2
38,107,103,2
21,94,91,2
4,80,78,2
18,97,95,2
28,112,108,2
14,100,97,2
28,116,115,2
37,124,125,2
27,114,117,2
33,118,125,2
44,126,137,2
40,118,133,2
31,104,124,2
23,90,116,2
26,90,118,2
41,102,131,2
46,108,133,2
44,112,126,2
25,97,102,2
13,82,86,2
39,102,107,2
71,130,136,2
54,110,118,2
24,78,87,2
12,67,77,2
34,91,102,2
53,114,125,2
40,106,117,2
34,104,117,2
31,100,114,2
34,104,119,2
41,109,125,2
40,103,121,2
44,103,122,2
66,121,141,2
69,121,142,2
41,93,121,2
23,77,111,2
48,102,136,2
84,138,170,2
77,132,160,2
48,102,127,2
35,90,111,2
36,92,110,2
31,85,102,2
33,87,103,2
54,107,122,2
65,115,132,2
41,89,109,2
9,56,77,2
0,46,70,2
6,50,77,2
27,69,100,2
44,84,120,2
46,85,124,2
41,87,119,2
41,94,119,2
51,110,127,2
44,103,120,2
42,101,118,2
45,107,124,2
27,90,105,2
13,73,87,2
41,107,121,2
47,118,132,2
14,79,92,2
12,73,87,2
45,115,126,2
37,106,117,2
18,85,95,2
20,85,95,2
71,133,145,2
107,168,179,2
63,124,134,2
17,77,86,2
16,71,83,2
11,61,76,2
29,78,95,2
67,119,137,2
52,108,127,2
60,117,137,2
55,113,134,2
35,95,119,2
32,94,120,2
32,96,122,2
16,80,107,2
46,108,137,2
36,96,123,2
10,66,92,2
8,63,89,2
4,60,83,2
18,75,98,2
56,113,135,2
71,129,148,2
50,111,124,2
35,101,107,2
40,110,113,2
35,107,109,2
11,86,88,2
5,80,82,2
11,89,93,2
7,82,86,2
5,72,78,2
34,110,116,2
17,95,102,2
12,89,96,2
35,115,122,2
26,103,112,2
7,84,92,2
29,104,115,2
23,95,107,2
20,91,104,2
29,101,112,2
18,88,98,2
31,101,108,2
34,103,109,2
39,107,113,2
47,116,123,2
48,119,125,2
38,110,117,2
15,89,94,2
11,85,91,2
29,105,110,2
37,114,118,2
24,103,108,2
19,100,104,2
23,105,109,2
27,110,114,2
26,110,114,2
24,108,113,2
27,113,117,2
27,113,117,2
6,85,88,2
1,71,72,2
15,81,80,2
32,97,96,2
38,103,103,2
31,98,98,2
30,101,102,2
41,114,117,2
37,113,116,2
18,95,98,2
18,99,101,2
43,125,126,2
18,95,94,2
8,88,86,2
15,100,96,2
8,94,87,2
18,103,95,2
5,90,81,2
0,82,71,2
1,76,65,2
14,88,77,2
31,104,93,2
9,79,68,2
0,64,55,2
5,72,62,2
3,63,53,2
7,61,53,2
22,84,74,2
8,69,62,2
8,69,60,2
24,84,76,2
22,84,76,2
16,83,72,2
30,98,89,2
22,93,82,2
5,69,58,2
2,65,54,2
7,83,71,2
14,95,83,2
13,99,86,2
12,106,89,2
23,121,102,2
40,141,121,2
44,145,125,2
31,133,113,2
25,128,109,2
23,127,110,2
23,126,110,2
14,119,104,2
26,134,118,2
51,159,144,2
27,135,121,2
15,122,111,2
23,134,122,2
29,142,129,2
15,130,117,2
5,121,109,2
27,143,132,2
36,153,143,2
26,146,138,2
14,137,128,2
3,128,119,2
7,133,123,2
51,178,166,2
28,156,142,2
0,128,110,2
6,140,120,2
10,139,118,2
2,120,98,2
27,154,132,2
45,177,153,2
21,149,126,2
13,138,117,2
37,158,137,2
14,127,107,2
0,107,88,2
0,109,91,2
13,123,107,2
18,122,107,2
1,100,88,2
0,91,79,2
0,90,77,2
2,102,87,2
14,127,109,2
30,148,130,2
24,150,129,2
9,139,116,2
9,144,121,2
6,144,121,2
12,152,130,2
27,169,146,2
20,160,140,2
25,163,146,2
20,156,140,2
14,146,133,2
20,151,139,2
34,162,152,2
38,161,149,2
20,135,117,2
31,135,116,2
78,167,148,2
115,187,171,2
132,190,173,2
156,198,181,2
191,222,204,2
205,231,211,2
188,214,193,2
183,210,188,2
201,234,209,2
128,153,166,2
36,86,110,2
48,95,116,2
33,81,102,2
23,73,93,2
48,97,119,2
63,113,134,2
43,94,115,2
33,83,105,2
45,96,116,2
38,87,109,2
44,94,114,2
43,90,112,2
38,81,103,2
38,80,102,2
28,70,92,2
29,68,90,2
32,69,92,2
25,61,84,2
23,60,79,2
31,70,84,2
33,73,85,2
22,64,76,2
16,60,74,2
34,79,94,2
40,87,104,2
17,66,82,2
12,62,81,2
18,69,89,2
27,79,100,2
28,81,104,2
24,77,101,2
21,75,101,2
21,74,101,2
34,85,114,2
31,80,111,2
30,78,111,2
37,83,117,2
25,75,108,2
49,109,140,2
53,119,147,2
29,96,123,2
6,69,93,2
5,67,87,2
30,98,115,2
48,117,132,2
66,133,145,2
45,111,122,2
6,68,80,2
2,63,75,2
11,74,88,2
34,94,112,2
57,115,136,2
75,131,156,2
66,120,151,2
30,83,116,2
28,79,114,2
42,93,130,2
51,104,140,2
49,102,137,2
33,87,120,2
26,80,111,2
64,119,149,2
50,104,131,2
32,85,110,2
48,102,124,2
72,127,148,2
102,157,177,2
57,112,132,2
18,74,93,2
28,86,104,2
46,106,124,2
41,103,121,2
23,89,107,2
18,85,104,2
22,90,111,2
41,108,128,2
49,115,128,2
28,91,95,2
23,86,84,2
32,97,94,2
17,86,83,2
5,76,74,2
16,92,90,2
25,104,101,2
32,114,112,2
64,149,148,2
59,144,145,2
33,118,121,2
37,120,127,2
39,119,130,2
47,125,140,2
36,109,129,2
24,93,117,2
27,93,119,2
35,98,126,2
49,113,137,2
35,102,116,2
28,99,105,2
41,110,114,2
55,118,123,2
56,115,121,2
37,93,101,2
24,77,87,2
35,88,99,2
54,110,121,2
53,112,124,2
36,99,113,2
22,89,102,2
28,97,111,2
24,93,108,2
24,92,108,2
36,99,117,2
31,90,109,2
69,123,143,2
62,114,135,2
30,82,109,2
18,71,105,2
17,71,105,2
35,89,121,2
51,105,134,2
46,100,125,2
28,83,104,2
19,75,93,2
21,75,92,2
31,84,100,2
66,118,133,2
70,120,137,2
35,83,103,2
9,56,78,2
6,50,76,2
3,45,73,2
8,50,81,2
22,61,97,2
41,80,118,2
59,102,136,2
59,109,136,2
49,105,126,2
33,90,111,2
39,97,117,2
45,105,124,2
29,92,110,2
32,95,113,2
30,95,113,2
36,104,121,2
28,96,111,2
23,90,105,2
45,112,127,2
37,103,117,2
31,95,109,2
51,113,127,2
77,138,152,2
70,130,144,2
37,97,109,2
30,87,99,2
35,90,104,2
15,61,77,2
6,50,68,2
38,89,109,2
58,114,134,2
59,116,137,2
55,112,134,2
59,118,142,2
56,118,144,2
34,97,123,2
19,80,108,2
36,97,126,2
20,75,102,2
0,36,62,2
6,47,73,2
20,76,101,2
18,76,101,2
48,104,128,2
54,112,131,2
42,103,116,2
50,117,123,2
56,125,129,2
32,102,106,2
16,89,93,2
8,81,85,2
1,76,81,2
4,80,86,2
11,88,94,2
29,106,112,2
20,98,105,2
14,92,99,2
28,106,114,2
31,107,117,2
17,91,101,2
48,121,132,2
53,124,137,2
30,100,113,2
14,84,97,2
16,84,97,2
43,113,124,2
35,107,116,2
31,103,111,2
39,111,119,2
50,122,130,2
58,131,139,2
24,99,107,2
10,85,93,2
21,98,105,2
27,105,112,2
17,94,102,2
6,86,93,2
18,98,105,2
39,119,126,2
39,120,127,2
26,106,113,2
23,105,112,2
20,103,110,2
7,88,94,2
8,78,84,2
18,82,86,2
28,91,95,2
33,95,101,2
21,86,91,2
20,90,96,2
34,105,112,2
36,109,116,2
22,98,104,2
20,98,104,2
40,119,123,2
18,98,100,2
16,97,97,2
21,104,101,2
1,84,80,2
2,86,81,2
1,85,77,2
4,87,78,2
3,85,76,2
20,97,88,2
39,111,103,2
17,85,78,2
4,66,59,2
2,64,58,2
0,60,53,2
11,71,66,2
28,92,86,2
7,70,64,2
14,76,70,2
19,81,75,2
10,74,68,2
18,83,77,2
34,102,95,2
28,97,90,2
10,82,74,2
8,83,75,2
14,92,84,2
9,89,80,2
6,89,80,2
30,117,105,2
30,119,105,2
18,107,93,2
13,103,90,2
14,106,93,2
26,120,106,2
42,137,123,2
42,136,124,2
33,129,117,2
30,129,117,2
24,123,111,2
7,101,90,2
3,97,86,2
17,119,108,2
25,132,120,2
14,123,111,2
12,121,110,2
32,142,130,2
33,145,134,2
12,129,119,2
2,124,114,2
3,129,119,2
5,134,123,2
39,167,156,2
18,137,124,2
4,126,109,2
15,148,127,2
7,136,115,2
3,128,107,2
23,149,127,2
45,172,150,2
25,149,128,2
6,127,106,2
19,133,113,2
4,100,82,2
1,97,79,2
7,112,95,2
6,113,98,2
5,106,94,2
9,103,93,2
5,90,80,2
2,93,84,2
12,113,102,2
19,127,113,2
15,129,114,2
14,133,117,2
16,141,122,2
17,146,126,2
12,145,125,2
20,154,136,2
27,163,145,2
16,151,135,2
30,164,151,2
27,160,149,2
20,150,140,2
25,154,146,2
29,156,149,2
25,148,139,2
17,134,121,2
26,138,120,2
60,162,144,2
87,174,157,2
91,167,149,2
111,175,157,2
147,205,185,2
158,214,192,2
146,202,178,2
145,205,179,2
161,224,196,2
166,228,200,2
167,226,199,2
171,223,196,2
137,160,175,2
41,86,112,2
40,84,107,2
33,79,101,2
33,80,102,2
45,93,116,2
54,103,126,2
39,87,110,2
18,67,90,2
24,73,95,2
34,82,106,2
44,93,114,2
37,84,106,2
27,70,94,2
27,68,92,2
20,61,85,2
26,64,89,2
34,70,95,2
34,69,94,2
19,55,76,2
15,52,68,2
45,84,98,2
35,76,90,2
13,57,71,2
17,61,76,2
34,79,96,2
39,88,105,2
27,77,96,2
13,64,84,2
20,72,93,2
29,82,105,2
24,76,100,2
19,69,97,2
14,64,92,2
33,81,111,2
37,84,115,2
32,78,110,2
37,82,115,2
27,76,108,2
28,83,114,2
44,103,132,2
62,121,149,2
47,107,132,2
13,73,94,2
10,72,92,2
22,83,100,2
46,108,121,2
46,108,122,2
25,86,99,2
15,75,89,2
7,68,83,2
24,82,101,2
27,84,107,2
45,100,127,2
67,120,151,2
42,95,129,2
39,90,126,2
44,96,132,2
43,96,132,2
26,80,113,2
18,73,105,2
47,101,131,2
57,112,140,2
39,93,119,2
44,97,121,2
56,109,131,2
64,117,138,2
107,160,180,2
96,149,169,2
50,104,123,2
31,87,104,2
45,102,120,2
57,115,134,2
62,122,141,2
63,124,144,2
47,111,132,2
45,107,127,2
52,112,126,2
37,96,101,2
27,85,85,2
15,75,75,2
6,69,69,2
16,83,82,2
35,106,105,2
36,112,109,2
25,104,103,2
17,96,96,2
21,102,103,2
33,116,119,2
39,120,128,2
42,122,133,2
52,130,144,2
39,113,131,2
22,91,114,2
20,87,112,2
31,96,124,2
53,118,141,2
22,90,103,2
16,85,91,2
46,113,118,2
54,116,123,2
40,97,106,2
37,90,101,2
35,87,99,2
57,109,122,2
66,120,133,2
43,102,114,2
32,94,109,2
17,84,98,2
29,98,111,2
21,90,105,2
13,79,95,2
24,86,104,2
21,79,98,2
68,120,141,2
65,114,138,2
28,78,107,2
26,77,111,2
36,88,124,2
30,81,114,2
49,101,132,2
31,84,111,2
9,62,85,2
20,72,93,2
23,75,94,2
29,81,98,2
71,121,139,2
71,121,138,2
30,79,99,2
14,60,83,2
17,60,87,2
10,50,80,2
7,46,79,2
12,50,86,2
31,69,106,2
51,94,128,2
53,102,131,2
56,112,135,2
32,90,111,2
24,81,103,2
27,85,108,2
9,70,92,2
11,74,94,2
22,85,105,2
35,101,119,2
41,107,126,2
42,106,125,2
45,109,127,2
48,112,129,2
36,99,117,2
74,135,151,2
82,142,157,2
32,90,106,2
23,80,96,2
34,89,105,2
25,77,94,2
8,58,75,2
16,66,85,2
56,107,127,2
87,143,162,2
69,126,147,2
40,98,119,2
47,106,130,2
50,111,137,2
25,86,113,2
33,93,121,2
39,99,128,2
16,68,95,2
0,30,56,2
11,47,73,2
33,89,114,2
16,74,99,2
35,92,115,2
36,94,115,2
56,117,133,2
91,157,163,2
60,128,132,2
29,97,103,2
15,85,92,2
9,80,87,2
3,75,83,2
7,81,89,2
20,96,104,2
15,91,98,2
18,93,102,2
49,125,134,2
53,128,138,2
17,89,101,2
22,93,105,2
68,138,151,2
59,129,141,2
22,89,103,2
15,80,95,2
25,93,107,2
38,109,122,2
29,102,113,2
21,95,107,2
29,103,114,2
45,118,130,2
50,124,135,2
20,95,107,2
2,75,86,2
9,84,95,2
21,97,108,2
16,92,103,2
7,84,95,2
16,92,104,2
41,120,130,2
34,114,125,2
14,94,104,2
19,98,108,2
18,98,108,2
18,95,105,2
19,87,97,2
17,78,88,2
23,84,93,2
31,91,102,2
14,76,89,2
19,84,97,2
30,99,111,2
32,103,115,2
24,97,108,2
14,90,98,2
27,105,111,2
13,92,98,2
20,100,104,2
27,107,109,2
7,88,87,2
6,87,84,2
6,87,81,2
4,85,78,2
2,81,74,2
13,89,83,2
31,102,99,2
31,99,97,2
34,102,100,2
13,65,63,2
3,55,53,2
22,88,87,2
29,94,93,2
18,81,80,2
20,84,83,2
20,84,83,2
12,77,76,2
15,80,79,2
23,91,89,2
18,87,85,2
7,79,77,2
7,82,79,2
13,89,86,2
14,91,87,2
17,96,91,2
21,99,94,2
10,87,80,2
1,75,68,2
6,86,80,2
26,109,103,2
38,123,117,2
53,138,132,2
35,121,113,2
11,99,91,2
19,110,100,2
31,123,113,2
19,111,102,2
14,109,99,2
28,125,115,2
31,130,120,2
21,122,111,2
28,129,118,2
39,142,131,2
25,132,120,2
2,116,105,2
8,130,120,2
19,147,137,2
8,137,126,2
19,147,133,2
7,122,106,2
13,131,113,2
23,153,133,2
11,138,117,2
17,143,122,2
23,149,127,2
36,158,137,2
21,139,118,2
8,123,103,2
22,133,113,2
9,113,96,2
18,118,102,2
30,130,117,2
16,116,104,2
6,101,92,2
25,114,107,2
30,116,110,2
19,109,104,2
14,110,103,2
24,126,118,2
32,139,128,2
23,136,124,2
18,136,122,2
27,149,134,2
29,155,138,2
26,156,141,2
21,153,139,2
6,136,125,2
20,149,140,2
20,150,142,2
16,144,137,2
19,145,141,2
13,138,135,2
9,132,126,2
23,145,134,2
24,141,126,2
29,140,123,2
49,152,136,2
61,157,138,2
74,162,144,2
84,170,148,2
81,167,143,2
85,173,148,2
101,192,164,2
106,200,170,2
117,208,178,2
123,208,180,2
124,198,170,2
133,188,165,2
160,193,176,2
115,139,153,2
13,45,72,2
11,51,75,2
20,62,87,2
32,76,100,2
42,89,113,2
57,105,129,2
48,96,120,2
20,68,92,2
17,65,89,2
35,83,107,2
47,95,118,2
33,79,102,2
20,63,87,2
19,60,84,2
13,53,78,2
22,59,85,2
31,67,92,2
31,66,92,2
22,58,80,2
24,60,77,2
42,81,95,2
24,64,78,2
20,61,76,2
32,76,91,2
36,81,98,2
31,80,97,2
12,62,82,2
13,63,83,2
24,76,98,2
29,82,105,2
27,79,103,2
24,74,101,2
20,70,98,2
36,84,114,2
40,87,118,2
31,77,109,2
28,73,106,2
23,70,102,2
26,77,107,2
19,72,101,2
42,96,123,2
69,124,149,2
43,99,122,2
0,53,74,2
0,39,58,2
18,71,87,2
29,88,105,2
22,80,96,2
16,74,90,2
3,58,76,2
10,65,86,2
29,86,109,2
32,88,115,2
32,86,117,2
48,101,134,2
42,94,130,2
30,82,119,2
28,81,116,2
16,71,103,2
18,74,104,2
61,115,143,2
54,109,135,2
23,76,101,2
36,88,110,2
49,100,121,2
45,96,117,2
99,150,170,2
117,168,188,2
78,129,146,2
37,89,107,2
25,77,97,2
24,79,98,2
39,94,114,2
55,111,131,2
49,108,129,2
44,102,122,2
46,103,117,2
39,95,101,2
45,99,101,2
24,80,81,2
10,69,69,2
14,77,76,2
24,91,90,2
41,113,111,2
37,113,112,2
19,97,98,2
18,97,98,2
27,108,112,2
32,112,120,2
40,119,131,2
43,119,134,2
42,115,133,2
29,99,121,2
18,86,110,2
31,97,123,2
48,114,135,2
23,91,104,2
11,80,86,2
31,97,102,2
40,101,109,2
35,92,101,2
48,101,113,2
39,90,102,2
51,102,115,2
47,100,113,2
24,81,93,2
41,103,117,2
29,94,108,2
30,97,111,2
24,91,106,2
12,78,94,2
18,81,98,2
32,90,109,2
71,122,143,2
72,121,145,2
31,80,110,2
20,71,104,2
45,97,130,2
39,90,123,2
45,96,127,2
22,73,101,2
7,59,84,2
31,82,105,2
46,97,117,2
45,96,113,2
69,119,137,2
63,112,131,2
30,77,97,2
19,64,87,2
22,64,92,2
18,57,88,2
21,58,93,2
20,58,92,2
18,56,91,2
28,70,103,2
43,90,121,2
48,101,127,2
52,107,132,2
32,87,113,2
5,61,87,2
4,63,87,2
10,70,93,2
10,71,94,2
23,86,107,2
41,103,124,2
44,105,127,2
43,104,126,2
46,107,128,2
32,93,113,2
68,127,146,2
73,129,149,2
20,75,95,2
13,68,88,2
16,69,88,2
9,61,79,2
33,85,102,2
58,109,128,2
66,118,137,2
85,139,159,2
39,94,116,2
10,65,88,2
25,83,107,2
44,102,127,2
41,99,125,2
37,93,122,2
32,90,119,2
11,63,91,2
0,39,65,2
9,55,81,2
26,82,108,2
11,70,95,2
25,82,106,2
35,92,115,2
68,127,144,2
82,143,153,2
24,83,90,2
23,86,95,2
11,79,87,2
11,79,88,2
17,87,96,2
15,87,96,2
25,98,108,2
12,85,94,2
45,118,127,2
70,144,154,2
51,123,135,2
37,107,120,2
43,111,124,2
38,105,118,2
25,93,105,2
20,83,98,2
29,91,106,2
39,105,121,2
24,95,111,2
27,101,117,2
26,102,117,2
34,108,123,2
45,119,134,2
29,104,119,2
12,87,102,2
0,67,82,2
13,82,97,2
24,100,115,2
11,87,102,2
12,85,100,2
20,93,109,2
42,115,131,2
30,104,120,2
13,88,103,2
26,100,115,2
18,92,108,2
18,90,105,2
21,85,101,2
17,75,91,2
22,80,96,2
34,93,110,2
17,76,94,2
24,86,105,2
32,98,115,2
32,100,117,2
22,91,108,2
5,77,91,2
16,90,102,2
12,88,97,2
25,102,109,2
34,110,116,2
16,94,96,2
11,89,87,2
4,80,76,2
1,70,65,2
2,74,69,2
7,82,78,2
15,86,86,2
28,97,98,2
39,108,110,2
13,72,74,2
11,69,71,2
42,107,110,2
42,107,109,2
32,95,98,2
31,95,98,2
40,104,108,2
37,102,105,2
27,94,96,2
24,93,95,2
16,86,87,2
7,78,80,2
4,77,79,2
5,80,81,2
16,91,91,2
32,107,107,2
22,94,95,2
9,81,81,2
8,78,78,2
20,93,93,2
33,109,107,2
27,105,103,2
39,117,115,2
19,99,95,2
7,89,84,2
17,102,96,2
14,100,94,2
9,97,90,2
7,93,86,2
11,101,92,2
11,103,94,2
11,106,96,2
31,128,118,2
44,142,131,2
23,127,115,2
6,119,108,2
27,151,140,2
46,176,165,2
25,153,142,2
14,142,126,2
3,126,110,2
16,140,122,2
21,145,126,2
4,125,104,2
15,138,117,2
35,156,135,2
35,152,131,2
17,129,110,2
20,128,109,2
36,141,123,2
23,125,110,2
22,120,107,2
31,126,115,2
28,121,110,2
29,116,109,2
42,125,121,2
29,114,111,2
20,106,102,2
25,115,110,2
29,126,119,2
29,131,122,2
33,140,129,2
38,150,139,2
24,141,129,2
15,135,121,2
14,139,125,2
7,132,121,2
0,125,115,2
12,138,128,2
20,146,139,2
23,148,143,2
19,142,140,2
7,129,128,2
7,129,125,2
29,152,143,2
25,148,134,2
16,135,119,2
28,143,127,2
43,154,136,2
51,158,140,2
42,149,127,2
26,137,112,2
36,149,123,2
53,169,140,2
47,164,134,2
56,169,139,2
62,167,139,2
60,152,125,2
69,141,119,2
103,153,135,2
151,181,167,2
194,204,195,2
101,124,139,2
0,22,51,2
0,36,62,2
13,52,79,2
29,71,97,2
42,86,112,2
57,103,128,2
42,90,116,2
13,59,85,2
20,66,92,2
42,89,114,2
53,99,124,2
37,81,107,2
21,63,89,2
19,59,85,2
12,52,78,2
19,56,83,2
25,60,88,2
21,56,83,2
15,52,73,2
21,58,76,2
33,72,87,2
17,55,72,2
22,63,79,2
38,81,98,2
38,83,101,2
30,79,97,2
14,64,84,2
18,69,89,2
26,78,100,2
29,83,106,2
31,83,106,2
28,79,105,2
29,79,106,2
36,84,113,2
39,86,116,2
32,79,109,2
24,70,102,2
23,69,100,2
27,74,105,2
31,80,108,2
39,88,114,2
52,101,127,2
62,113,136,2
62,111,133,2
67,109,129,2
59,108,126,2
36,90,109,2
24,78,96,2
25,79,98,2
4,56,76,2
12,64,86,2
35,90,114,2
27,81,109,2
12,64,96,2
37,89,123,2
57,109,145,2
41,94,129,2
37,91,124,2
38,93,124,2
28,84,112,2
38,94,121,2
41,95,120,2
12,66,89,2
28,79,102,2
43,92,113,2
21,70,91,2
61,110,130,2
94,143,162,2
83,132,149,2
53,102,122,2
31,80,101,2
15,66,86,2
21,72,93,2
40,92,113,2
47,100,123,2
46,100,123,2
45,98,115,2
43,94,103,2
52,105,108,2
37,90,92,2
19,75,77,2
10,69,71,2
15,78,79,2
40,108,107,2
32,104,105,2
14,82,83,2
17,86,89,2
24,101,106,2
23,101,108,2
30,107,117,2
28,103,117,2
44,117,134,2
43,113,135,2
26,95,119,2
30,96,121,2
33,101,122,2
29,97,110,2
19,87,94,2
21,86,92,2
32,91,99,2
42,98,107,2
61,113,124,2
41,90,103,2
42,93,106,2
40,93,106,2
24,80,92,2
47,107,120,2
35,98,113,2
37,102,118,2
42,107,124,2
34,99,117,2
40,100,119,2
60,116,136,2
73,123,145,2
64,112,136,2
69,118,147,2
68,118,151,2
36,85,118,2
28,78,111,2
28,79,109,2
35,85,114,2
31,81,106,2
27,78,100,2
45,96,116,2
53,103,122,2
60,109,129,2
49,96,118,2
29,73,96,2
20,64,88,2
17,58,86,2
13,53,84,2
29,67,101,2
32,69,103,2
12,49,84,2
14,54,88,2
46,91,123,2
49,100,129,2
50,101,130,2
26,78,107,2
17,71,99,2
44,100,128,2
34,92,119,2
23,81,107,2
11,70,94,2
20,80,103,2
44,102,126,2
43,101,126,2
27,85,109,2
25,82,106,2
45,102,125,2
55,109,132,2
39,93,115,2
31,85,107,2
29,82,103,2
13,63,83,2
35,85,103,2
70,120,138,2
70,122,142,2
63,116,137,2
24,77,100,2
0,54,78,2
15,70,96,2
41,95,122,2
40,95,124,2
25,80,110,2
19,75,105,2
9,63,92,2
3,54,82,2
6,61,87,2
11,67,93,2
11,67,93,2
26,82,107,2
46,103,126,2
71,130,148,2
56,115,128,2
1,59,69,2
23,86,95,2
11,74,84,2
9,73,82,2
25,94,104,2
28,97,109,2
36,106,118,2
23,95,107,2
52,123,134,2
70,141,153,2
47,116,130,2
36,103,117,2
48,113,127,2
28,91,106,2
15,79,93,2
21,81,97,2
32,91,107,2
37,101,118,2
16,88,105,2
27,102,120,2
25,102,119,2
24,100,117,2
31,107,125,2
20,94,113,2
18,92,110,2
3,72,90,2
10,79,97,2
17,91,109,2
6,78,97,2
14,85,103,2
29,99,118,2
